Timestamp,Open,High,Low,Close,Volume
1704556800000,2303.31000000,2324.99000000,2296.35000000,2302.99000000,20.05290000
1704571200000,2302.24000000,2307.31000000,2288.67000000,2292.46000000,14.85750000
1704585600000,2297.56000000,2313.91000000,2286.06000000,2302.98000000,19.62340000
1704600000000,2300.05000000,2309.72000000,2297.12000000,2304.64000000,7.81910000
1704614400000,2307.34000000,2310.42000000,2286.92000000,2295.67000000,19.58350000
1704628800000,2294.77000000,2315.03000000,2278.12000000,2287.00000000,25.65440000
1704643200000,2287.08000000,2308.93000000,2277.76000000,2308.93000000,26.47860000
1704657600000,2308.50000000,2317.92000000,2263.94000000,2275.35000000,664.89420000
1704672000000,2275.40000000,2288.00000000,2220.97000000,2245.00000000,53.75620000
1704686400000,2245.13000000,2283.85000000,2244.37000000,2275.73000000,346.59990000
1704700800000,2278.33000000,2304.61000000,2259.86000000,2294.24000000,50.49450000
1704715200000,2294.23000000,2337.59000000,2294.23000000,2327.92000000,52.25820000
1704729600000,2337.09000000,2423.69000000,2313.42000000,2414.47000000,1172.05060000
1704744000000,2414.56000000,2415.53000000,2381.84000000,2392.36000000,102.54090000
1704758400000,2388.71000000,2397.46000000,2350.45000000,2368.62000000,23.68520000
1704772800000,2366.74000000,2379.99000000,2358.12000000,2368.05000000,13.99420000
1704787200000,2366.83000000,2370.16000000,2342.82000000,2354.77000000,36.01420000
1704801600000,2359.09000000,2363.07000000,2294.40000000,2317.58000000,49.32950000
1704816000000,2316.58000000,2336.58000000,2303.49000000,2324.97000000,15.47830000
1704830400000,2329.41000000,2430.99000000,2304.61000000,2405.75000000,60.87810000
1704844800000,2405.74000000,2460.00000000,2402.30000000,2418.48000000,74.11210000
1704859200000,2422.62000000,2451.12000000,2400.21000000,2429.05000000,35.78800000
1704873600000,2431.47000000,2491.65000000,2423.59000000,2456.78000000,50.77930000
1704888000000,2461.42000000,2521.99000000,2393.81000000,2515.48000000,143.64330000
1704902400000,2510.05000000,2543.71000000,2465.81000000,2539.96000000,90.38430000
1704916800000,2539.00000000,2706.39000000,2472.09000000,2649.33000000,213.81220000
1704931200000,2652.74000000,2681.00000000,2609.48000000,2680.87000000,79.77000000
1704945600000,2683.27000000,2698.88000000,2631.96000000,2656.58000000,68.18230000
1704960000000,2658.49000000,2734.99000000,2653.64000000,2726.54000000,81.30600000
1704974400000,2729.42000000,2760.00000000,2659.84000000,2679.13000000,117.53900000
1704988800000,2678.53000000,2694.86000000,2633.56000000,2690.15000000,57.63620000
1705003200000,2690.16000000,2702.48000000,2658.39000000,2690.41000000,61.98460000
1705017600000,2688.43000000,2699.00000000,2650.66000000,2661.97000000,50.74770000
1705032000000,2660.51000000,2693.00000000,2635.61000000,2661.80000000,321.73780000
1705046400000,2662.01000000,2736.45000000,2652.24000000,2716.74000000,172.42030000
1705060800000,2723.65000000,2800.00000000,2707.36000000,2722.99000000,111.12520000
1705075200000,2721.91000000,2759.09000000,2633.00000000,2657.60000000,317.21420000
1705089600000,2654.00000000,2665.54000000,2525.00000000,2597.77000000,82.66920000
1705104000000,2601.99000000,2626.85000000,2566.88000000,2618.83000000,319.77830000
1705118400000,2608.55000000,2632.41000000,2608.55000000,2621.69000000,167.53020000
1705132800000,2623.25000000,2628.47000000,2592.15000000,2612.18000000,25.48530000
1705147200000,2611.79000000,2639.39000000,2603.12000000,2632.81000000,22.29570000
1705161600000,2631.02000000,2649.02000000,2618.89000000,2644.53000000,15.98020000
1705176000000,2648.17000000,2659.30000000,2627.19000000,2642.89000000,12.40290000
1705190400000,2647.52000000,2656.20000000,2618.47000000,2620.00000000,17.50870000
1705204800000,2623.01000000,2626.99000000,2610.45000000,2617.12000000,336.71920000
1705219200000,2617.15000000,2623.96000000,2607.06000000,2608.87000000,11.10910000
1705233600000,2610.30000000,2616.81000000,2596.44000000,2608.14000000,30.90160000
1705248000000,2608.98000000,2619.95000000,2571.10000000,2571.10000000,19.58440000
1705262400000,2570.80000000,2601.47000000,2531.35000000,2545.46000000,23.80500000
1705276800000,2537.42000000,2583.91000000,2537.17000000,2570.74000000,26.26930000
1705291200000,2572.52000000,2589.89000000,2568.65000000,2579.57000000,17.48190000
